pedido_id,route_id,stop_id,station_code,fecha,hora_salida_utc,tipo_parada,lat,lng,zone_id,distancia_deposito_km,num_paquetes,volumen_total_m3,volumen_promedio_m3,tiempo_servicio_seg,tiene_ventana_horaria,duracion_ventana_min,secuencia_real,capacidad_vehiculo_m3,retrasado_estimado
AMZ-04161,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,PV,DBO3,2018-07-31,12:21:28,Dropoff,42.289795,-71.647757,E-26.1E,20.916,2,0.0258,0.0129,63.0,0,0.0,67,3.3131,0
AMZ-04162,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,PW,DBO3,2018-07-31,12:21:28,Dropoff,42.302758,-71.663919,E-26.2G,22.868,2,0.0165,0.0083,39.0,0,0.0,43,3.3131,0
AMZ-04163,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,QE,DBO3,2018-07-31,12:21:28,Dropoff,42.280217,-71.681811,E-26.2H,21.951,1,0.0006,0.0006,70.0,0,0.0,23,3.3131,0
AMZ-04164,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,QJ,DBO3,2018-07-31,12:21:28,Dropoff,42.291311,-71.652733,E-26.1E,21.299,1,0.0063,0.0063,37.0,0,0.0,63,3.3131,0
AMZ-04165,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,QP,DBO3,2018-07-31,12:21:28,Dropoff,42.297455,-71.647637,E-26.2E,21.594,1,0.0014,0.0014,68.0,0,0.0,57,3.3131,0
AMZ-04166,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,QY,DBO3,2018-07-31,12:21:28,Dropoff,42.264327,-71.702934,E-25.3H,22.06,1,0.0599,0.0599,157.0,0,0.0,95,3.3131,1
AMZ-04167,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,RF,DBO3,2018-07-31,12:21:28,Dropoff,42.30269,-71.655347,E-26.3G,22.438,1,0.0179,0.0179,44.0,0,0.0,45,3.3131,0
AMZ-04168,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,RH,DBO3,2018-07-31,12:21:28,Dropoff,42.282535,-71.69219,E-26.3J,22.739,1,0.0028,0.0028,99.0,0,0.0,4,3.3131,0
AMZ-04169,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,RO,DBO3,2018-07-31,12:21:28,Dropoff,42.263798,-71.70341,E-25.3H,22.054,1,0.0034,0.0034,74.0,0,0.0,96,3.3131,0
AMZ-04170,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,RX,DBO3,2018-07-31,12:21:28,Dropoff,42.265282,-71.704669,E-25.3H,22.238,2,0.0094,0.0047,17.5,0,0.0,94,3.3131,0
AMZ-04171,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,RZ,DBO3,2018-07-31,12:21:28,Dropoff,42.283584,-71.688978,E-26.3J,22.633,1,0.0033,0.0033,112.0,0,0.0,11,3.3131,0
AMZ-04172,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,SA,DBO3,2018-07-31,12:21:28,Dropoff,42.266939,-71.696861,E-25.2H,21.859,1,0.0028,0.0028,205.0,0,0.0,90,3.3131,0
AMZ-04173,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,SB,DBO3,2018-07-31,12:21:28,Dropoff,42.283415,-71.653521,E-26.1D,20.653,1,0.0095,0.0095,81.0,0,0.0,74,3.3131,0
AMZ-04174,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,SD,DBO3,2018-07-31,12:21:28,Dropoff,42.287901,-71.67791,E-26.1H,22.347,2,0.0476,0.0238,67.5,0,0.0,30,3.3131,0
AMZ-04175,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,SK,DBO3,2018-07-31,12:21:28,Dropoff,42.284713,-71.685615,E-26.3H,22.527,1,0.0129,0.0129,46.0,0,0.0,17,3.3131,0
AMZ-04176,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,SM,DBO3,2018-07-31,12:21:28,Dropoff,42.279446,-71.659119,E-26.3C,20.615,3,0.0109,0.0036,129.0,1,540.0,115,3.3131,1
AMZ-04177,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,SP,DBO3,2018-07-31,12:21:28,Dropoff,42.285979,-71.677928,E-26.1H,22.192,1,0.0226,0.0226,50.0,0,0.0,29,3.3131,0
AMZ-04178,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,TF,DBO3,2018-07-31,12:21:28,Dropoff,42.300478,-71.649993,E-26.3G,21.98,1,0.0044,0.0044,108.0,0,0.0,47,3.3131,0
AMZ-04179,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,TQ,DBO3,2018-07-31,12:21:28,Dropoff,42.269672,-71.702739,E-25.2J,22.425,3,0.0766,0.0255,40.0,0,0.0,106,3.3131,1
AMZ-04180,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,TW,DBO3,2018-07-31,12:21:28,Dropoff,42.279431,-71.689412,E-26.3J,22.335,3,0.022,0.0073,73.0,0,0.0,6,3.3131,1
AMZ-04181,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,UZ,DBO3,2018-07-31,12:21:28,Dropoff,42.267941,-71.703967,E-25.2J,22.38,1,0.0008,0.0008,401.0,0,0.0,105,3.3131,0
AMZ-04182,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,VA,DBO3,2018-07-31,12:21:28,Dropoff,42.297398,-71.649503,E-26.3E,21.679,1,0.0018,0.0018,121.0,0,0.0,56,3.3131,0
AMZ-04183,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,VO,DBO3,2018-07-31,12:21:28,Dropoff,42.289668,-71.679998,E-26.1H,22.608,1,0.0242,0.0242,65.0,0,0.0,32,3.3131,0
AMZ-04184,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,VT,DBO3,2018-07-31,12:21:28,Dropoff,42.2864,-71.669422,E-26.3D,21.755,3,0.0371,0.0124,78.3,1,540.0,82,3.3131,1
AMZ-04185,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,VU,DBO3,2018-07-31,12:21:28,Dropoff,42.294619,-71.653535,E-26.3E,21.63,1,0.0022,0.0022,63.0,0,0.0,51,3.3131,0
AMZ-04186,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,VV,DBO3,2018-07-31,12:21:28,Dropoff,42.255429,-71.699883,E-25.2H,21.254,3,0.0354,0.0118,21.7,0,0.0,84,3.3131,1
AMZ-04187,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,VY,DBO3,2018-07-31,12:21:28,Dropoff,42.276361,-71.698898,E-26.1J,22.674,7,0.0436,0.0062,113.4,0,0.0,112,3.3131,1
AMZ-04188,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,VZ,DBO3,2018-07-31,12:21:28,Dropoff,42.286986,-71.655683,E-26.1D,21.073,1,0.0057,0.0057,135.0,1,240.0,73,3.3131,0
AMZ-04189,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,WI,DBO3,2018-07-31,12:21:28,Dropoff,42.288495,-71.685168,E-26.2H,22.804,3,0.0648,0.0216,59.7,0,0.0,25,3.3131,1
AMZ-04190,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,WJ,DBO3,2018-07-31,12:21:28,Dropoff,42.29585,-71.690824,E-26.1G,23.718,2,0.0562,0.0281,97.0,0,0.0,35,3.3131,0
AMZ-04191,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,WP,DBO3,2018-07-31,12:21:28,Dropoff,42.283744,-71.661127,E-26.1D,21.084,1,0.004,0.004,67.0,0,0.0,77,3.3131,0
AMZ-04192,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,WR,DBO3,2018-07-31,12:21:28,Dropoff,42.282709,-71.659326,E-26.2C,20.9,22,0.1694,0.0077,83.9,1,540.0,113,3.3131,1
AMZ-04193,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,WV,DBO3,2018-07-31,12:21:28,Dropoff,42.297993,-71.686146,E-26.1G,23.633,1,0.0057,0.0057,106.0,0,0.0,38,3.3131,0
AMZ-04194,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,WY,DBO3,2018-07-31,12:21:28,Dropoff,42.286758,-71.689933,E-26.3H,22.938,2,0.0089,0.0044,45.5,0,0.0,13,3.3131,0
AMZ-04195,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,XA,DBO3,2018-07-31,12:21:28,Dropoff,42.303044,-71.664031,E-26.2G,22.899,1,0.028,0.028,64.0,0,0.0,42,3.3131,0
AMZ-04196,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,XG,DBO3,2018-07-31,12:21:28,Dropoff,42.286199,-71.68244,E-26.2H,22.464,1,0.0013,0.0013,189.0,0,0.0,26,3.3131,0
AMZ-04197,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,XO,DBO3,2018-07-31,12:21:28,Dropoff,42.264358,-71.70838,E-25.3J,22.414,1,0.0104,0.0104,35.0,0,0.0,100,3.3131,0
AMZ-04198,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,XU,DBO3,2018-07-31,12:21:28,Dropoff,42.297015,-71.649338,E-26.3E,21.637,1,0.0021,0.0021,60.0,0,0.0,55,3.3131,0
AMZ-04199,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,YB,DBO3,2018-07-31,12:21:28,Dropoff,42.29507,-71.687127,E-26.1G,23.447,1,0.0322,0.0322,50.0,0,0.0,36,3.3131,0
AMZ-04200,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,YC,DBO3,2018-07-31,12:21:28,Dropoff,42.285061,-71.696268,E-26.2J,23.176,1,0.0023,0.0023,62.0,0,0.0,3,3.3131,0
AMZ-04201,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,YL,DBO3,2018-07-31,12:21:28,Dropoff,42.269649,-71.707328,E-25.3J,22.714,1,0.0059,0.0059,143.0,0,0.0,103,3.3131,0
AMZ-04202,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,YR,DBO3,2018-07-31,12:21:28,Dropoff,42.29532,-71.652046,E-26.3E,21.618,2,0.0341,0.017,37.5,0,0.0,53,3.3131,0
AMZ-04203,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,YV,DBO3,2018-07-31,12:21:28,Dropoff,42.292701,-71.690249,E-26.1G,23.431,1,0.0057,0.0057,349.0,0,0.0,33,3.3131,0
AMZ-04204,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,ZA,DBO3,2018-07-31,12:21:28,Dropoff,42.280396,-71.689716,E-26.3J,22.428,6,0.1434,0.0239,96.0,0,0.0,8,3.3131,1
AMZ-04205,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,ZB,DBO3,2018-07-31,12:21:28,Dropoff,42.265592,-71.700201,E-25.2H,21.975,1,0.0133,0.0133,35.0,0,0.0,89,3.3131,0
AMZ-04206,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,ZF,DBO3,2018-07-31,12:21:28,Dropoff,42.280226,-71.690294,E-26.2H,22.449,1,0.0043,0.0043,87.0,0,0.0,24,3.3131,0
AMZ-04207,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,ZG,DBO3,2018-07-31,12:21:28,Dropoff,42.291814,-71.646755,E-26.1E,21.045,2,0.0031,0.0015,44.0,0,0.0,69,3.3131,0
AMZ-04208,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,ZM,DBO3,2018-07-31,12:21:28,Dropoff,42.269196,-71.708334,E-25.3J,22.746,1,0.0542,0.0542,115.0,0,0.0,104,3.3131,0
AMZ-04209,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,ZN,DBO3,2018-07-31,12:21:28,Dropoff,42.268833,-71.696585,E-25.3H,21.979,1,0.0057,0.0057,25.0,0,0.0,91,3.3131,0
AMZ-04210,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,ZV,DBO3,2018-07-31,12:21:28,Dropoff,42.300457,-71.652184,E-26.3G,22.084,1,0.0157,0.0157,53.0,0,0.0,49,3.3131,0
AMZ-04211,RouteID_44585757-796e-4db2-93b6-f5c7b27f42e3,ZW,DBO3,2018-07-31,12:21:28,Dropoff,42.276672,-71.703432,E-25.2J,22.976,4,0.0471,0.0118,81.5,0,0.0,108,3.3131,1
AMZ-04212,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,AA,DCH3,2018-07-30,13:06:11,Dropoff,41.763089,-88.359206,C-5.3A,22.175,3,0.0462,0.0154,24.3,1,420.0,148,4.2475,1
AMZ-04213,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,AB,DCH3,2018-07-30,13:06:11,Dropoff,41.707074,-88.326289,C-6.3C,21.804,2,0.0438,0.0219,45.5,0,0.0,63,4.2475,0
AMZ-04214,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,AE,DCH3,2018-07-30,13:06:11,Dropoff,41.710184,-88.343427,C-6.1B,22.894,1,0.0053,0.0053,45.0,0,0.0,100,4.2475,0
AMZ-04215,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,AG,DCH3,2018-07-30,13:06:11,Dropoff,41.755583,-88.363425,C-5.3B,22.699,1,0.0016,0.0016,43.0,0,0.0,190,4.2475,0
AMZ-04216,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,AJ,DCH3,2018-07-30,13:06:11,Dropoff,41.765113,-88.35936,C-5.3A,22.143,1,0.0032,0.0032,243.0,1,480.0,147,4.2475,0
AMZ-04217,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,AO,DCH3,2018-07-30,13:06:11,Dropoff,41.713019,-88.324423,C-6.2C,21.35,1,0.0104,0.0104,27.0,0,0.0,74,4.2475,0
AMZ-04218,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,AP,DCH3,2018-07-30,13:06:11,Dropoff,41.759437,-88.346855,C-5.1A,21.263,4,0.0299,0.0075,25.0,0,0.0,143,4.2475,1
AMZ-04219,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,AS,DCH3,2018-07-30,13:06:11,Dropoff,41.71693,-88.331049,C-6.3D,21.639,1,0.0013,0.0013,60.0,0,0.0,50,4.2475,0
AMZ-04220,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,AW,DCH3,2018-07-30,13:06:11,Dropoff,41.712652,-88.343803,C-6.2B,22.799,1,0.0035,0.0035,59.0,0,0.0,107,4.2475,0
AMZ-04221,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,AX,DCH3,2018-07-30,13:06:11,Dropoff,41.71611,-88.320233,C-6.3C,20.881,1,0.0038,0.0038,156.0,0,0.0,55,4.2475,0
AMZ-04222,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,AY,DCH3,2018-07-30,13:06:11,Dropoff,41.709212,-88.335668,C-6.1B,22.373,2,0.0226,0.0113,46.5,0,0.0,104,4.2475,0
AMZ-04223,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,BA,DCH3,2018-07-30,13:06:11,Dropoff,41.763262,-88.358027,C-5.3A,22.075,1,0.0029,0.0029,97.0,0,0.0,151,4.2475,0
AMZ-04224,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,BE,DCH3,2018-07-30,13:06:11,Dropoff,41.706849,-88.339843,C-6.1C,22.802,1,0.0014,0.0014,19.0,0,0.0,92,4.2475,0
AMZ-04225,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,BF,DCH3,2018-07-30,13:06:11,Dropoff,41.713138,-88.321776,C-6.3C,21.15,1,0.0057,0.0057,107.0,0,0.0,58,4.2475,0
AMZ-04226,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,BH,DCH3,2018-07-30,13:06:11,Dropoff,41.748861,-88.334808,C-6.3A,20.607,1,0.0016,0.0016,34.0,0,0.0,130,4.2475,0
AMZ-04227,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,BN,DCH3,2018-07-30,13:06:11,Dropoff,41.756429,-88.36714,C-5.3B,22.977,2,0.1321,0.066,44.5,0,0.0,195,4.2475,0
AMZ-04228,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,BP,DCH3,2018-07-30,13:06:11,Dropoff,41.753823,-88.357114,C-5.3A,22.239,1,0.0015,0.0015,37.0,0,0.0,154,4.2475,0
AMZ-04229,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,BT,DCH3,2018-07-30,13:06:11,Dropoff,41.715084,-88.343771,C-6.2B,22.678,1,0.0027,0.0027,77.0,0,0.0,114,4.2475,0
AMZ-04230,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,BU,DCH3,2018-07-30,13:06:11,Dropoff,41.72788,-88.334868,C-7.1D,21.417,1,0.0017,0.0017,96.0,0,0.0,18,4.2475,0
AMZ-04231,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,BW,DCH3,2018-07-30,13:06:11,Dropoff,41.721639,-88.324974,C-6.1D,20.956,1,0.0133,0.0133,32.0,0,0.0,33,4.2475,0
AMZ-04232,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,CB,DCH3,2018-07-30,13:06:11,Dropoff,41.715692,-88.336873,C-6.3D,22.134,2,0.1146,0.0573,41.5,0,0.0,46,4.2475,0
AMZ-04233,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,CE,DCH3,2018-07-30,13:06:11,Dropoff,41.708346,-88.32972,C-6.2C,21.984,1,0.0034,0.0034,36.0,0,0.0,77,4.2475,0
AMZ-04234,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,CG,DCH3,2018-07-30,13:06:11,Dropoff,41.710884,-88.344258,C-6.1B,22.921,2,0.0163,0.0081,26.5,0,0.0,99,4.2475,0
AMZ-04235,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,CH,DCH3,2018-07-30,13:06:11,Dropoff,41.721252,-88.32817,C-6.1D,21.214,1,0.0095,0.0095,39.0,0,0.0,35,4.2475,0
AMZ-04236,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,CK,DCH3,2018-07-30,13:06:11,Dropoff,41.757893,-88.343982,C-6.1A,21.072,2,0.0392,0.0196,117.0,0,0.0,168,4.2475,0
AMZ-04237,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,CM,DCH3,2018-07-30,13:06:11,Dropoff,41.71089,-88.348158,C-6.2B,23.21,1,0.0046,0.0046,48.0,0,0.0,109,4.2475,0
AMZ-04238,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,CT,DCH3,2018-07-30,13:06:11,Dropoff,41.74417,-88.34956,C-6.3A,21.931,1,0.0031,0.0031,163.0,1,420.0,123,4.2475,0
AMZ-04239,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,CW,DCH3,2018-07-30,13:06:11,Dropoff,41.759125,-88.345429,C-5.1A,21.156,1,0.0221,0.0221,66.0,0,0.0,144,4.2475,0
AMZ-04240,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,CZ,DCH3,2018-07-30,13:06:11,Dropoff,41.725895,-88.337295,C-7.1D,21.689,2,0.0167,0.0083,41.0,0,0.0,14,4.2475,0
AMZ-04241,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,DB,DCH3,2018-07-30,13:06:11,Dropoff,41.759174,-88.348635,C-5.1A,21.413,1,0.0226,0.0226,55.0,0,0.0,142,4.2475,0
AMZ-04242,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,DC,DCH3,2018-07-30,13:06:11,Dropoff,41.756568,-88.34398,C-6.1A,21.107,1,0.0059,0.0059,90.0,0,0.0,169,4.2475,0
AMZ-04243,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,DL,DCH3,2018-07-30,13:06:11,Dropoff,41.709363,-88.332693,C-6.2C,22.147,2,0.0572,0.0286,33.5,0,0.0,78,4.2475,0
AMZ-04244,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,DM,DCH3,2018-07-30,13:06:11,Dropoff,41.760513,-88.362569,C-5.3B,22.507,1,0.0013,0.0013,25.0,0,0.0,199,4.2475,0
AMZ-04245,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,DN,DCH3,2018-07-30,13:06:11,Dropoff,41.761759,-88.351895,C-5.2A,21.613,2,0.0119,0.006,29.5,0,0.0,167,4.2475,0
AMZ-04246,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,DU,DCH3,2018-07-30,13:06:11,Dropoff,41.7038,-88.338741,C-6.1C,22.884,1,0.0028,0.0028,15.0,0,0.0,90,4.2475,0
AMZ-04247,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,EG,DCH3,2018-07-30,13:06:11,Dropoff,41.720295,-88.329742,C-6.1D,21.378,3,0.0513,0.0171,38.3,0,0.0,34,4.2475,1
AMZ-04248,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,EI,DCH3,2018-07-30,13:06:11,Dropoff,41.749255,-88.335958,C-6.3A,20.686,2,0.0162,0.0081,43.5,1,420.0,131,4.2475,0
AMZ-04249,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,EJ,DCH3,2018-07-30,13:06:11,Dropoff,41.715668,-88.334701,C-6.3D,21.973,1,0.0134,0.0134,78.0,0,0.0,47,4.2475,0
AMZ-04250,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,EM,DCH3,2018-07-30,13:06:11,Dropoff,41.736782,-88.334763,C-6.3B,21.039,2,0.0077,0.0039,24.5,0,0.0,4,4.2475,0
AMZ-04251,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,EO,DCH3,2018-07-30,13:06:11,Dropoff,41.702696,-88.345229,C-6.1C,23.415,1,0.0057,0.0057,105.0,1,420.0,87,4.2475,0
AMZ-04252,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,ES,DCH3,2018-07-30,13:06:11,Dropoff,41.719791,-88.322455,C-6.1D,20.859,3,0.0123,0.0041,56.7,0,0.0,30,4.2475,1
AMZ-04253,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,EY,DCH3,2018-07-30,13:06:11,Dropoff,41.724309,-88.348607,C-6.3B,22.621,1,0.0055,0.0055,168.0,1,420.0,7,4.2475,0
AMZ-04254,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,EZ,DCH3,2018-07-30,13:06:11,Dropoff,41.720724,-88.336947,C-6.2D,21.898,1,0.0019,0.0019,31.0,0,0.0,40,4.2475,0
AMZ-04255,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,FA,DCH3,2018-07-30,13:06:11,Dropoff,41.760505,-88.359539,C-5.3A,22.262,1,0.0063,0.0063,32.0,0,0.0,152,4.2475,0
AMZ-04256,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,FB,DCH3,2018-07-30,13:06:11,Dropoff,41.75796,-88.352164,C-5.2A,21.729,1,0.0057,0.0057,74.0,0,0.0,160,4.2475,0
AMZ-04257,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,FE,DCH3,2018-07-30,13:06:11,Dropoff,41.718408,-88.327784,C-6.3D,21.324,1,0.0034,0.0034,39.0,0,0.0,52,4.2475,0
AMZ-04258,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,FG,DCH3,2018-07-30,13:06:11,Dropoff,41.7431,-88.332033,C-6.3B,20.588,1,0.0057,0.0057,51.0,0,0.0,2,4.2475,0
AMZ-04259,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,FI,DCH3,2018-07-30,13:06:11,Dropoff,41.718626,-88.340495,C-6.2B,22.263,1,0.0133,0.0133,60.0,0,0.0,118,4.2475,0
AMZ-04260,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,FO,DCH3,2018-07-30,13:06:11,Dropoff,41.713141,-88.320985,C-6.3C,21.092,3,0.0559,0.0186,50.3,0,0.0,56,4.2475,1
AMZ-04261,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,FP,DCH3,2018-07-30,13:06:11,Dropoff,41.757188,-88.348263,C-5.1A,21.435,1,0.0104,0.0104,73.0,0,0.0,139,4.2475,0
AMZ-04262,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,FS,DCH3,2018-07-30,13:06:11,Dropoff,41.70808,-88.326693,C-6.3C,21.778,1,0.0021,0.0021,43.0,0,0.0,64,4.2475,0
AMZ-04263,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,FZ,DCH3,2018-07-30,13:06:11,Dropoff,41.729745,-88.342498,C-6.3B,21.922,3,0.0203,0.0068,31.7,1,420.0,6,4.2475,1
AMZ-04264,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,GA,DCH3,2018-07-30,13:06:11,Dropoff,41.717416,-88.325583,C-6.3D,21.21,1,0.0133,0.0133,48.0,0,0.0,54,4.2475,0
AMZ-04265,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,GB,DCH3,2018-07-30,13:06:11,Dropoff,41.729021,-88.319857,C-6.1D,20.225,1,0.0035,0.0035,134.0,1,420.0,29,4.2475,0
AMZ-04266,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,GH,DCH3,2018-07-30,13:06:11,Dropoff,41.758561,-88.349606,C-5.1A,21.507,1,0.0013,0.0013,28.0,0,0.0,141,4.2475,0
AMZ-04267,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,GM,DCH3,2018-07-30,13:06:11,Dropoff,41.715593,-88.347942,C-6.2B,22.966,1,0.0032,0.0032,55.0,1,420.0,112,4.2475,0
AMZ-04268,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,GR,DCH3,2018-07-30,13:06:11,Dropoff,41.716714,-88.330248,C-6.3D,21.591,2,0.0126,0.0063,43.0,0,0.0,49,4.2475,0
AMZ-04269,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,GX,DCH3,2018-07-30,13:06:11,Dropoff,41.754155,-88.362903,C-5.3B,22.695,1,0.0021,0.0021,185.0,0,0.0,189,4.2475,0
AMZ-04270,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,HA,DCH3,2018-07-30,13:06:11,Dropoff,41.719117,-88.341556,C-6.2B,22.32,2,0.0226,0.0113,33.5,0,0.0,119,4.2475,0
AMZ-04271,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,HB,DCH3,2018-07-30,13:06:11,Dropoff,41.724751,-88.337276,C-7.1D,21.739,1,0.0028,0.0028,50.0,0,0.0,15,4.2475,0
AMZ-04272,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,HO,DCH3,2018-07-30,13:06:11,Dropoff,41.72088,-88.322477,C-6.1D,20.807,1,0.0006,0.0006,93.0,0,0.0,31,4.2475,0
AMZ-04273,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,HQ,DCH3,2018-07-30,13:06:11,Dropoff,41.75013,-88.337357,C-6.3A,20.769,5,0.1071,0.0214,30.4,1,420.0,132,4.2475,1
AMZ-04274,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,HR,DCH3,2018-07-30,13:06:11,Dropoff,41.750112,-88.339295,C-6.3A,20.924,1,0.0157,0.0157,88.0,1,420.0,133,4.2475,0
AMZ-04275,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,IF,DCH3,2018-07-30,13:06:11,Dropoff,41.757106,-88.345423,C-5.1A,21.209,1,0.0026,0.0026,171.0,0,0.0,135,4.2475,0
AMZ-04276,RouteID_44b4299d-24a9-4153-b081-904d5580cbc5,IG,DCH3,2018-07-30,13:06:11,Dropoff,41.757537,-88.354065,C-5.2A,21.893,1,0.0034,0.0034,220.0,0,0.0,156,4.2475,0
